no,last_date,code,name,rmse,train_cnt,last_close_money,last_pred_money,last_pred_ratio,trade_money
1,2020.03.10,000440,중앙에너비스,0.01681944914162159,0,9210.0,11771.545722983778,27.81%,12796.164012177289
2,2020.03.10,025950,동신건설,0.0034528824035078287,0,6130.0,6154.823598265649,0.40%,6313.900000000001
3,2020.03.10,005670,푸드웰,0.02192901261150837,0,5020.0,6299.813711754978,25.49%,6811.739196456969
4,2020.03.10,017650,대림제지,0.015918124467134476,0,1635.0000000000002,1730.573952011764,5.85%,1768.8035328164697
5,2020.03.10,006110,삼아알미늄,0.012548659928143024,0,4020.0000000000005,4179.188339672983,3.96%,4242.863675542176
6,2020.03.10,023150,MH에탄올,0.00686985207721591,0,8780.0,7539.401198476554,-14.13%,7043.161677867176
7,2020.03.10,013720,청보산업,0.04345069080591202,0,2195.0,2408.6718690395355,9.73%,2494.1406166553497
8,2020.03.10,001210,금호전기,0.007350345142185688,0,2830.0,3593.18402081728,26.97%,3898.4576291441917
9,2020.03.10,018120,진로발효,0.007411010097712278,0,30250.0,30559.403424024586,1.02%,31157.5
10,2020.03.10,000540,흥국화재,0.00716753862798214,0,2805.0,3165.555950388312,12.85%,3309.7783305436365
11,2020.03.10,032580,피델릭스,0.0038776067085564137,20,1260.0,1348.688853904605,7.04%,1384.1643954664469
12,2020.03.10,015020,이스타코,0.005116733722388744,0,683.0000000000001,818.3616483099759,19.82%,872.5063076339661
13,2020.03.10,003720,삼영화학공업,0.0038661505095660686,0,1035.0,1220.9498599432409,17.97%,1295.3298039205372
14,2020.03.10,023960,에쓰씨엔지니어링,0.023472193628549576,0,1080.0,1172.4679862707853,8.56%,1209.4551807790995
15,2020.03.10,019570,리더스 기술투자,0.004168075043708086,0,456.00000000000006,704.5789796300232,54.51%,804.0105714820324
16,2020.03.10,007770,한일화학,0.005821752827614546,0,9950.0,12686.591585800052,27.50%,13781.228220120072
17,2020.03.10,024940,PN풍년,0.010915372520685196,0,1950.0,2694.470482431352,38.18%,2992.258675403893
18,2020.03.10,066570,LG전자,0.0232115238904953,0,60000.0,61609.74963903427,2.68%,62253.64949464798
