no,last_date,code,name,rmse,train_cnt,last_close_money,last_pred_money,last_pred_ratio,trade_money
1,2020.03.16,000440,중앙에너비스,0.01685374043881893,0,6710.0,10533.733519272879,56.99%,12063.22692698203
2,2020.03.16,025950,동신건설,0.003514478448778391,0,4770.0,5980.943155288697,25.39%,6465.320417404176
3,2020.03.16,005670,푸드웰,0.022135596722364426,0,4370.0,6257.239687107503,43.19%,7012.135561950505
4,2020.03.16,017650,대림제지,0.015963975340127945,0,1145.0,1721.5134846046567,50.35%,1952.1188784465194
5,2020.03.16,006110,삼아알미늄,0.012596993707120419,0,3160.0,4171.946171037853,32.02%,4576.724639452994
6,2020.03.16,023150,MH에탄올,0.007982488721609116,0,8550.0,6115.529942139983,-28.47%,5141.741918995976
7,2020.03.16,013720,청보산업,0.04372532293200493,0,1875.0,2301.893012225628,22.77%,2472.650217115879
8,2020.03.16,001210,금호전기,0.007443631067872047,0,1985.0,3253.2581755518913,63.89%,3760.561445772648
9,2020.03.16,018120,진로발효,0.008287666365504265,1,27450.0,30267.344526171688,10.26%,31394.28233664036
10,2020.03.16,000540,흥국화재,0.007030494976788759,0,2160.0,3038.754587195813,40.68%,3390.2564220741383
11,2020.03.16,032580,피델릭스,0.0039470805786550045,0,950.0,1221.0441841743886,28.53%,1329.461857844144
12,2020.03.16,015020,이스타코,0.005183570086956024,0,510.0,763.7156396433711,49.75%,865.2018955007195
13,2020.03.16,003720,삼영화학공업,0.0038888039998710155,0,928.0000000000001,1173.805147189647,26.49%,1272.1272060655056
14,2020.03.16,023960,에쓰씨엔지니어링,0.023510582745075226,0,911.0,1082.9893567413092,18.88%,1151.7850994378327
15,2020.03.16,019570,리더스 기술투자,0.0042775580659508705,0,409.99999999999994,704.2148578073829,71.76%,821.9008009303361
16,2020.03.16,007770,한일화학,0.005957476329058409,0,8730.0,12676.687095090747,45.21%,14255.361933127046
17,2020.03.16,024940,PN풍년,0.011410284787416458,0,1355.0,2686.8282428197563,98.29%,3219.559539947659
18,2020.03.16,066570,LG전자,0.023794500157237053,0,50400.0,60346.27684354782,19.73%,64324.78758096695
