no,last_date,code,name,rmse,train_cnt,last_close_money,last_pred_money,last_pred_ratio,trade_money
1,2020.03.13,000440,중앙에너비스,0.01684330217540264,0,7290.0,10898.113862901926,49.49%,12341.359408062697
2,2020.03.13,025950,동신건설,0.0034854691475629807,0,4710.0,6222.315709665419,32.11%,6827.241993531587
3,2020.03.13,005670,푸드웰,0.022075330838561058,0,4320.0,6277.287384569645,45.31%,7060.202338397503
4,2020.03.13,017650,대림제지,0.015917038545012474,0,1230.0,1736.335346288979,41.17%,1938.8694848045707
5,2020.03.13,006110,삼아알미늄,0.012580609880387783,0,3169.9999999999995,4174.799162894487,31.70%,4576.718828052282
6,2020.03.13,023150,MH에탄올,0.00788925401866436,0,9130.0,6817.252142876387,-25.33%,5892.153000026941
7,2020.03.13,013720,청보산업,0.04364281892776489,0,1859.9999999999998,2344.3968680500984,26.04%,2538.155615270138
8,2020.03.13,001210,금호전기,0.00741315633058548,0,2090.0,3358.54429975152,60.70%,3865.962019652128
9,2020.03.13,018120,진로발효,0.007899283431470394,0,27649.999999999996,30364.005724668506,9.82%,31449.60801453591
10,2020.03.13,000540,흥국화재,0.006981869228184223,0,2330.0,3078.534450292587,32.13%,3377.948230409622
11,2020.03.13,032580,피델릭스,0.003906357102096081,0,950.0,1272.5550342351198,33.95%,1401.5770479291677
12,2020.03.13,015020,이스타코,0.005162767134606838,0,540.0,783.4463259242475,45.08%,880.8248562939465
13,2020.03.13,003720,삼영화학공업,0.0038819925393909216,0,950.0,1202.281047679484,26.56%,1303.1934667512774
14,2020.03.13,023960,에쓰씨엔지니어링,0.02349596656858921,0,930.0,1110.919818803668,19.45%,1183.2877463251352
15,2020.03.13,019570,리더스 기술투자,0.004247585311532021,0,415.00000000000006,704.4064345676452,69.74%,820.1690083947033
16,2020.03.13,007770,한일화학,0.005913404747843742,0,8800.0,12681.79093979299,44.11%,14234.507315710187
17,2020.03.13,024940,PN풍년,0.01124965026974678,0,1420.0,2691.510060839355,89.54%,3200.114085175097
18,2020.03.13,066570,LG전자,0.023487312719225883,0,52500.0,60397.08285331726,15.04%,63555.915994644165
