no,last_date,code,name,rmse,train_cnt,last_close_money,last_pred_money,last_pred_ratio,trade_money
1,2020.03.17,000440,중앙에너비스,0.01686149090528488,0,6800.0,10053.59815219231,47.85%,11355.037413069233
2,2020.03.17,025950,동신건설,0.0035163990687578917,0,4815.0,5757.550133392215,19.58%,6134.570186749101
3,2020.03.17,005670,푸드웰,0.022203650325536728,0,4250.0,6237.952370457351,46.78%,7033.133318640292
4,2020.03.17,017650,대림제지,0.015996254980564117,0,1210.0,1714.4074138253927,41.69%,1916.1703793555498
5,2020.03.17,006110,삼아알미늄,0.012623501010239124,0,3135.0,4167.245804518461,32.93%,4580.144126325846
6,2020.03.17,023150,MH에탄올,0.008102688007056713,0,8089.999999999999,6970.680619031191,-13.84%,6522.952866643667
7,2020.03.17,013720,청보산업,0.04374692589044571,0,1985.0,2263.2644015550613,14.02%,2374.570162177086
8,2020.03.17,001210,금호전기,0.007461754605174065,0,1930.0000000000002,3127.683884575963,62.06%,3606.7574384063482
9,2020.03.17,018120,진로발효,0.009120095521211624,0,26150.0,29408.42654371262,12.46%,30711.797161197668
10,2020.03.17,000540,흥국화재,0.006788837257772684,63,1905.0,2922.214665547013,53.40%,3329.100531765818
11,2020.03.17,032580,피델릭스,0.003975328058004379,0,950.0,1150.1415207982063,21.07%,1230.1981291174889
12,2020.03.17,015020,이스타코,0.005196654237806797,0,522.0,733.6052392944694,40.54%,818.247335012257
13,2020.03.17,003720,삼영화학공업,0.0038941162638366222,0,923.0,1154.4235747531056,25.07%,1246.993004654348
14,2020.03.17,023960,에쓰씨엔지니어링,0.023505499586462975,0,881.0,1037.475696951151,17.76%,1100.0659757316112
15,2020.03.17,019570,리더스 기술투자,0.004306511953473091,0,422.0,704.1301375068724,66.86%,816.9821925096214
16,2020.03.17,007770,한일화학,0.006007956340909004,0,8430.0,12671.121233329177,50.31%,14367.569726660848
17,2020.03.17,024940,PN풍년,0.011575637385249138,0,1320.0,2681.0667816735804,103.11%,3225.4934943430126
18,2020.03.17,066570,LG전자,0.024043189361691475,0,49450.0,59360.997277498245,20.04%,63325.39618849754
